"";"party";"content";"target";"stance"
"3823";"nld: Christian Union";"Het Mensenrechtenfonds wordt ingezet om een bijdrage te leveren aan vermindering van religieus geweld, het stimuleren van samenwerking en het faciliteren van projecten gericht op verzoening.";"integration";"FAVOR"
"3824";"nld: Christian Union";"In het geval van gedwongen terugkeer van vluchtelingen of asielzoekers zal zeker moeten worden gesteld dat in het land van herkomst fundamentele mensenrechtenmensenrechten, waaronder de godsdienstvrijheid, niet worden geschonden.";"immigration";"FAVOR"
"3825";"nld: Christian Union";"We kunnen er niet omheen dat er nog steeds erg veel armoede en ongelijkheid is in de wereld.";"immigration";"NONE"
"3826";"nld: Christian Union";"De bedragen die omgaan in internationale handel en grensoverschrijdende investeringen, en donaties die migranten terugsturen naar de familie in hun thuisland, vormen veel omvangrijker geldstromen.";"integration";"AGAINST"
"3827";"nld: Christian Union";"Godsdienstvrijheid en een gelijkwaardige behandeling van minderheidsgroeperingen zijn onderdeel van de toetredingscriteria.";"integration";"FAVOR"
"3828";"nld: Christian Union";"Ook in Irak voelen veel christenen zich niet veilig en vluchten naar omliggende landen of naar het Koerdische Noorden (Nineveh-vlakte).";"integration";"AGAINST"
"3829";"nld: Christian Union";"Ook in Nederland worden sommige islamitische groeperingen en moskeeën gefinancierd met geld uit deze landen.";"integration";"AGAINST"
"3830";"nld: Christian Union";"Moslims die zich tot het christendom bekeren, lopen het risico de doodstraf te krijgen.";"integration";"AGAINST"
"3831";"nld: Christian Union";"Deze staat verdient daarom vanwege historische en morele argumenten politieke steun, met inachtneming van internationale rechtsbeginselen.";"integration";"FAVOR"
"3832";"nld: Christian Union";"Arbeidsmigranten kunnen het - tijdens hun arbeid in Nederland opgebouwde - AOW-recht niet meer meenemen bij terugkeer.";"immigration";"NONE"
"3833";"nld: Party of Freedom";"Niet-Nederlanders die een misdrijf plegen direct uit Nederland verwijderen";"immigration";"AGAINST"
"3834";"nld: Party of Freedom";"Op veel plekken zien we dat de islam zeggenschap aan het verwerven is over territorium.";"integration";"AGAINST"
"3835";"nld: Party of Freedom";"Er bestaat onder mohammedanen een brede steun voor de invoering van de sjaria, de jihadaanslagen van 11 september en de afkeer van Joden en het Westen.";"integration";"AGAINST"
"3836";"nld: Party of Freedom";"Wat zeker niet bestaat is een gematigde islam.";"integration";"AGAINST"
"3837";"nld: Party of Freedom";"Het ziet twee categorieën: moslims en kaffirs (niet-moslims).";"integration";"NONE"
"3838";"nld: Party of Freedom";"De islam streeft naar wereldheerschappij.";"integration";"AGAINST"
"3839";"nld: Party of Freedom";"Jihad is de plicht van elke moslim.";"integration";"AGAINST"
"3840";"nld: Party of Freedom";"Veel problemen, of de intensiteit ervan, vinden hun oorsprong in het ‘opengrenzenbeleid’ zoals dat de afgelopen decennia is gevoerd.";"immigration";"AGAINST"
"3841";"nld: Party of Freedom";"Er zou zonder massa-immigratie uiteraard ook misdaad zijn, maar ‘nieuwe Nederlanders’ eisen wel een erg groot aandeel in de criminaliteit voor zich op.";"immigration";"AGAINST"
"3842";"nld: Party of Freedom";"Dankzij die club in Brussel wordt Europa in rap tempo Eurabië.";"immigration";"AGAINST"
"3843";"nld: Party of Freedom";"Nederland moet daarom net als  Denemarken onmiddellijk een opt-out bedingen, zodat de EU niets meer te zeggen heeft over ons immigratiebeleid.";"immigration";"NONE"
"3844";"nld: Party of Freedom";"Alle beslissingen van Brussel op het gebied van de massa-immigratie moet Nederland onmiddellijk naast zich neer leggen.";"immigration";"AGAINST"
"3845";"nld: Party of Freedom";"Criminelen met een niet-Nederlandse nationaliteit gaan, nadat ze hun straf hebben uitgezeten, meteen en onvrijwillig retour afzender.";"immigration";"AGAINST"
"3846";"nld: Party of Freedom";"Zij zijn de Nederlandse samenleving niet waard gebleken.";"immigration";"AGAINST"
"3847";"nld: Party of Freedom";"Maar we nemen ook afscheid van vreemdelingen die geen baan hebben – met het programma ‘Werken of Wegwezen’.";"immigration";"AGAINST"
"3848";"nld: Party of Freedom";"De liefde voor ons land zal snel afnemen als we immigranten voor tien jaar uitsluiten van de sociale zekerheid.";"integration";"AGAINST"
"3849";"nld: Party of Freedom";"Mensen weigeren na een afwijzing te vertrekken, vervolgens organiseert de staatstelevisie acties om deze weigeraars als zielig te portretteren, gesteund door linkse gesubsidieerde actiegroepen.";"immigration";"AGAINST"
"3850";"nld: Party of Freedom";"Gevolg is dan steeds het zoveelste miljardenverslindende generaal pardon.";"immigration";"AGAINST"
"3851";"nld: Party of Freedom";"We bestrijden de dubbele nationaliteit.";"integration";"AGAINST"
"3852";"nld: Party of Freedom";"Niemand kan Nederlander worden zolang hij of zij nog een andere nationaliteit bezit.";"integration";"AGAINST"
"3853";"nld: Party of Freedom";"Geen moskee er meer bij";"integration";"AGAINST"
"3854";"nld: Party of Freedom";"Moskeeën sluiten waar geweld wordt gepropageerd";"integration";"AGAINST"
"3855";"nld: Party of Freedom";"Geen islamitische sekseapartheid; niet bij inburgeringscursussen, niet bij theaters, niet bij bibliotheken, niet bij zwembaden of waar dan ook";"integration";"AGAINST"
"3856";"nld: Party of Freedom";"Geen subsidies meer voor islamitische media: Marokko.nl, Maroc.nl etc.";"integration";"AGAINST"
"3857";"nld: Party of Freedom";"Geen hoofddoekjes in de zorg, het onderwijs, het gemeentehuis of waar dan ook bij de overheid, en evenmin bij welke gesubsidieerde organisatie dan ook";"integration";"AGAINST"
"3858";"nld: Party of Freedom";"Dubbele nationaliteit stoppen. Wie een andere nationaliteit behoudt, kan geen Nederlander worden";"integration";"AGAINST"
"3859";"nld: Party of Freedom";"Verbod op koranlessen op school, evenals in gebouwen die door schoolbesturen worden beheerd, dus ook geen koranlessen ‘na schooltijd’ of in het gebouw van de school";"integration";"AGAINST"
"3860";"nld: Party of Freedom";"Assimilatiecontracten. Niet tekenen of niet naleven = het land uit";"integration";"AGAINST"
"3861";"nld: Party of Freedom";"Voor vreemdelingen geldt: werken of wegwezen. Geen baan = geen plaats in Nederland";"integration";"AGAINST"
"3862";"nld: Party of Freedom";"Weg met procedurestapelen. Afgewezen = meteen weg";"immigration";"AGAINST"
"3863";"nld: Party of Freedom";"Registratie van dubbele nationaliteiten";"integration";"AGAINST"
"3864";"nld: Party of Freedom";"Illegaal verblijf in Nederland moet strafbaar worden";"immigration";"AGAINST"
"3865";"nld: Party of Freedom";"Invoering van een quotum voor asielzoekers – maximaal 1.000 personen per jaar, opvang bij voorkeur in de regio";"immigration";"AGAINST"
"3866";"nld: Party of Freedom";"Nederland moet zelf over het immigratiebeleid gaan, niet Brussel (dus een opt-out)";"immigration";"AGAINST"
"3867";"nld: Party of Freedom";"Nederlandse nationaliteit pas na tien jaar rechtmatig verblijf in Nederland, mits geen strafblad";"integration";"AGAINST"
"3868";"nld: Party of Freedom";"Terugdraaien openstelling arbeidsmarkt voor Polen en niet openstellen voor Roemenen en Bulgaren";"immigration";"AGAINST"
"3869";"nld: Party of Freedom";"En vooral: volledige immigratiestop voor mensen uit islamitische landen";"immigration";"AGAINST"
"3870";"nld: Party of Freedom";"Als het gaat om de klimaattheorieën van Al Gore, de massa-immigratie, de islamisering, de Europese superstaat, de ontwikkelingshulp, de kunstsubsidies, strenger straffen; de burger snapt het en de elites niet.";"immigration";"AGAINST"
"3871";"nld: Party of Freedom";"Hetzelfde geldt voor Wonen Wijken en Integratie en Jeugd en Gezin.";"integration";"FAVOR"
"3872";"nld: Party of Freedom";"Geen mensen met een dubbele nationaliteit in regering, parlement, Provinciale Staten, gemeenteraden en bepaalde overheidsfuncties.";"integration";"AGAINST"
"3873";"nld: Party of Freedom";"Wie bijvoorbeeld ook de Turkse of Marokkaanse wet moet gehoorzamen kan niet vrijuit spreken";"integration";"AGAINST"
"3874";"nld: Party of Freedom";"Onze met veel moeite opgebouwde verzorgingsstaat is een bron van trots, maar is de afgelopen decennia tevens verworden tot een magneet voor slecht opgeleide immigranten.";"integration";"AGAINST"
"3875";"nld: Party of Freedom";"40 procent (!) van het geld in de bijstand wordt gebruikt voor niet-westerse allochtonen.";"integration";"AGAINST"
"3876";"nld: Party of Freedom";"Wat met veel strijd is opgebouwd, draagt nu bij aan de islamisering van Nederland.";"integration";"AGAINST"
"3877";"nld: Party of Freedom";"Ons stelsel van uitkeringen zal snel impopulair worden als Nederlanders doorkrijgen dat ze bezig zijn met het subsidiëren van  moslimimmigratie.";"integration";"FAVOR"
"3878";"nld: Party of Freedom";"“Geen enkele samenleving heeft een onbeperkt absorptievermogen voor nieuwkomers";"immigration";"AGAINST"
"3879";"nld: Party of Freedom";"en geen enkele samenleving heeft een oneindige capaciteit om achterstanden te bestrijden en mensen te emanciperen.";"integration";"AGAINST"
"3880";"nld: Party of Freedom";"Dus we hebben behoefte aan een selectief migratiebeleid.";"immigration";"AGAINST"
"3881";"nld: Party of Freedom";"Dat schreef Wouter Bos in 2006.";"immigration";"AGAINST"
"3882";"nld: Party of Freedom";"Alleen de PVV komt op voor het behoud van de verzorgingsstaat en pleit daarom voor het stopzetten van de immigratie uit islamitische landen.";"immigration";"AGAINST"
"3883";"nld: Party of Freedom";"Het is kiezen of delen: of een verzorgingsstaat of een immigratieland.";"immigration";"AGAINST"
"3884";"nld: Party of Freedom";"Alle andere partijen kiezen voor dat laatste.";"immigration";"AGAINST"
"3885";"nld: Party of Freedom";"Verder wil de PVV dat arbeidsmigratie altijd tijdelijk is.";"immigration";"AGAINST"
"3886";"nld: Party of Freedom";"Einde contract is einde verblijf.";"immigration";"AGAINST"
"3887";"nld: Party of Freedom";"Immigranten moeten 10 jaar in Nederland hebben gewoond en gewerkt alvorens aanspraak te kunnen maken op de voorzieningen van de verzorgingsstaat.";"integration";"AGAINST"
"3888";"nld: Party of Freedom";"De overdraagbaarheid van de algemene heffingskorting willen we versneld afschaffen.";"integration";"AGAINST"
"3889";"nld: Party of Freedom";"Het  ontslagrecht willen we niet versoepelen.";"integration";"AGAINST"
"3890";"nld: Party of Freedom";"Redenen: het verlies van banen (voornamelijk aan de onderkant van de arbeidsmarkt), nieuwe integratieproblematiek van de volgende golf immigranten en de enorme kosten die dit voor de sociale zekerheid met zich meebrengt.";"integration";"AGAINST"
"3891";"nld: Party of Freedom";"Willen we deze problemen het hoofd bieden dan zullen we een aantal maatregelen moeten treffen.";"immigration";"AGAINST"
"3892";"nld: Party of Freedom";"Om ons stelsel van uitkeringen weer in topvorm te krijgen is het tevens van groot belang dat alle vormen van misbruik worden aangepakt.";"integration";"NONE"
"3893";"nld: Party of Freedom";"Geen toegang van Roemenen en Bulgaren tot de Nederlandse arbeidsmarkt, terugdraaien toegang Polen";"immigration";"AGAINST"
"3894";"nld: Party of Freedom";"Geen ‘positieve’ discriminatie";"integration";"AGAINST"
"3895";"nld: Party of Freedom";"Verblijf arbeidsimmigranten koppelen aan contractduur (dus geen bijstand voor gastarbeiders)";"integration";"AGAINST"
"3896";"nld: Party of Freedom";"Vreemdelingen met een verblijfsvergunning voor bepaalde tijd geen recht meer op bijstand";"integration";"AGAINST"
"3897";"nld: Party of Freedom";"Stop de islamisering in de zorg, stop voortrekken allochtonen en illegalen";"integration";"AGAINST"
"3898";"nld: Party of Freedom";"Islamitische scholen gaan daarentegen dicht.";"integration";"AGAINST"
"3899";"nld: Party of Freedom";"Geen verplichte spreiding van leerlingen";"integration";"NONE"
"3900";"nld: Party of Freedom";"De laatste decennia wordt geprobeerd het vertrouwde welvarende, gezellige en democratische Nederland in de afgrond te werpen van een multiculturele heilstaat.";"integration";"AGAINST"
"3901";"nld: Party of Freedom";"Onze cultuur staat zwaar onder druk.";"integration";"AGAINST"
"3902";"nld: Party of Freedom";"Kinderen leren nu over hoe mooi de islam is en dat het een verrijking is van Nederland, maar wat de Tachtigjarige Oorlog was, is hen onbekend.";"integration";"AGAINST"
"3903";"nld: Party of Freedom";"Respect voor de vele lokale tradities: kievietseieren zoeken in Friesland, carnaval in Limburg etc.";"integration";"AGAINST"
"3904";"nld: Party of Freedom";"De VN wordt gedomineerd door de OIC, het islamitische blok.";"immigration";"AGAINST"
"3905";"nld: Party of Freedom";"en versoberen van de gevangenissen.";"integration";"AGAINST"
"3906";"nld: Party of Freedom";"Bij de massa-immigratie: immigratiestop voor mensen uit islamitische landen,";"immigration";"AGAINST"
"3907";"nld: Party of Freedom";"voor immigranten de eerste tien jaar geen sociale zekerheid,";"integration";"AGAINST"
"3908";"nld: Party of Freedom";"De PVV wil het financieringstekort aan het einde van de volgende kabinetsperiode zo goed  als weggewerkt hebben.";"immigration";"AGAINST"
"3909";"nld: Party of Freedom";"Op de lange termijn bespaart een immigratiestop voor mensen uit islamitische landen Nederland miljarden,";"immigration";"AGAINST"
"3910";"nld: Party of Freedom";"De precieze kosten van de massa-immigratie worden momenteel berekend door onderzoeksinstituut Nyfer.";"immigration";"AGAINST"
"3911";"nld: Party of Freedom";"Dit is onze agenda van hoop en optimisme.";"immigration";"AGAINST"
"3912";"nld: Party for the Animals";"Onverdoofd geslacht vlees dat niet als halal vlees afgezet kan worden, komt als ‘gewoon’ vlees in de winkels te liggen.";"integration";"AGAINST"
"3913";"nld: Party for the Animals";"Armoede, piraterij, stroperij en migratiestromen zijn het gevolg.";"immigration";"AGAINST"
"3914";"nld: Party for the Animals";"Slachtoffers van mensenrechtenschendingen kunnen asiel krijgen in Nederland.";"immigration";"FAVOR"
"3915";"nld: Party for the Animals";"Op Europees niveau moet Nederland zich sterk maken voor betere opvang van vluchtelingen in de eigen regio.";"immigration";"FAVOR"
"3916";"nld: Party for the Animals";"Daarnaast biedt Nederland eigenstandig hulp bij het orga niseren van de opvang van vluchtelingen in de regio van herkomst.";"immigration";"FAVOR"
"3917";"nld: Party for the Animals";"Nederland moet een humaan en rechtvaardig asielbeleid toepassen.";"immigration";"FAVOR"
