party,content,target,stance
nld: Labour Party,De beschikbare ODA-HGIS middelen kunnen zo binnen één kader worden afgewogen.,Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,Daarom  zijn  de  eisen  aan  gezinsmigranten  de  afgelopen  jaren  strenger geworden.,Immigration,AGAINST
nld: Green Left,Een humaan Europees asielbeleid vereist dat we de lasten en lusten eerlijk delen.,Immigration,FAVOR
nld: Socialist Party,Integratie komt van twee kanten.,Integration,FAVOR
nld: Christian Democratic Appeal,het creëren van een doeltreffend Europees vluchtelingenbeleid;,Immigration,AGAINST
nld: Christian Union,Basisscholen zijn vrij om gebruik te maken van een eindtoets.,Integration,FAVOR
nld: Party of Freedom,Immigratiestop niet-westerse allochtonen (Marokkanen en Turken) voor 5 jaar,Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Omdat de VVD beheersing van de Nederlandse taal cruciaal vindt voor succesvol inburgeren, wordt het examen Nederlandse taal gehandhaafd.",Integration,AGAINST
nld: Party of Freedom,En vooral: volledige immigratiestop voor mensen uit islamitische landen,Immigration,AGAINST
nld: Christian Union,De Minister van Integratie zet zich in voor een waardig debat over de gevolgen van de komst van de islam naar Nederland.,Integration,NONE
nld: Christian Union,Leerlingen vertellen over en weer over elkaars geloof en cultuur.,Integration,FAVOR
nld: Green Left,Dat vraagt om praktische oplossingen voor de achterstanden van sommige groepen nieuwkomers.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Buitenlandse geestelijken van wie is aangetoond of een gegrond vermoeden bestaat dat zij zullen aanzetten tot non-acceptatie van de Nederlandse samenleving of erger, worden niet langer toegelaten.",Immigration,AGAINST
nld: Democrats‘66,Over integratie blijven praten lost niets op.,Integration,FAVOR
nld: Democrats‘66,Een open samenleving in een globaliserende wereld biedt ruimte voor verschil.,Integration,FAVOR
nld: Christian Union,"Blijft voorlichting en preventie op scholen en in jeugdcentra, jeugdinrichtingen en asielzoekerscentra van groot belang.",Integration,FAVOR
nld: Green Left,42. Uitgeprocedeerde asielzoekers mogen slechts in vreemdelingendetentie worden genomen wanneer duidelijk  aantoonbaar is dat zij terugkeer naar het land van herkomst  tegenwerken.,Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,De VVD wil dat elke veroordeling binnen de eerste drie jaar van het verblijf in Nederland kan leiden tot ongewenstverklaring en uitzetting.,Immigration,AGAINST
nld: Party of Freedom,Willen we deze problemen het hoofd bieden dan zullen we een aantal maatregelen moeten treffen.,Immigration,AGAINST
nld: Christian Union,Ze hebben baat bij inzicht in de Nederlandse samenleving en beheersing van de Nederlandse taal.,Integration,FAVOR
nld: Socialist Party,Inburgeringcursussen voor nieuwe migranten zijn nodig om hen een betere startpositie te geven.,Integration,FAVOR
nld: Socialist Party,Aan het gesleep van bewoners – en hun schoolgaande kinderen – moet een einde komen.,Integration,FAVOR
nld: Reformed Political Party,Een goed asielbeleid moet gekoppeld zijn aan een goed terugkeerbeleid.,Immigration,AGAINST
nld: Labour Party,"de inburgering vertraagd,",Integration,AGAINST
nld: Green Left,Het toezicht op arbeidsvoorwaarden en huisvesting wordt verder aangescherpt.,Immigration,NONE
nld: Democrats‘66,"Ook illegalen, gedetineerden, daklozen, chronisch psychiatrische patiënten en asielzoekers hebben recht op noodzakelijke zorg.",Integration,FAVOR
nld: Green Left,De afgelopen jaren is ons land veranderd.,Integration,NONE
nld: Reformed Political Party,Dat geldt wel heel bijzonder voor hen die vanwege het geloof vervolgd worden.,Integration,FAVOR
nld: Christian Democratic Appeal,De laatste jaren is er meer aandacht gekomen voor de weerbarstige kanten van de inte-gratie van grote groepen immigranten in de samenleving.,Integration,FAVOR
nld: Socialist Party,Asielzoekers die niet als vluchteling worden erkend moeten terugkeren.,Immigration,AGAINST
nld: Socialist Party,"In tegenstelling tot de niet-westerse migranten, die hier meestal blijven.",Integration,NONE
nld: Christian Union,"Het voorkomen van illegale immigratie is op de lange duur alleen kansrijk, als ook wordt gewerkt aan verbetering van de leef- en werkomstandigheden in de landen van herkomst.",Immigration,AGAINST
nld: Democrats‘66,Cultuur heeft een wezenlijke invloed op het karakter en de kwaliteit van onze samenleving.,Integration,FAVOR
nld: Party of Freedom,"Stop de islamisering in de zorg, stop voortrekken allochtonen en illegalen",Integration,AGAINST
nld: Labour Party,Het terrorisme stoort zich niet aan grenzen.,Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,Arbeidsparticipatie is volgens de VVD de beste manier om te integreren.,Integration,FAVOR
nld: Democrats‘66,"Dat geldt voor illegalen, maar ook voor gedetineerden, daklozen, chronisch psychiatrische patiënten en asielzoekers.",Integration,FAVOR
nld: Reformed Political Party,Voorkomen moet worden dat de islamitische republiek Iran een nucleaire mogendheid wordt.,Immigration,AGAINST
nld: Labour Party,"Asielverzoeken worden, dankzij een beter werkende vreemdelingenwet, al veel sneller afgehandeld dan vroeger.",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,En dat zijn er veel.,Integration,FAVOR
nld: Socialist Party,"Onze asielzoekerscentra zijn sober, op het inhumane af.",Immigration,AGAINST
nld: Christian Democratic Appeal,We hebben respect voor elkaar,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,De VVD wil het stapelen van asielaanvragen stoppen.,Immigration,AGAINST
nld: Reformed Political Party,"Wat dat betreft, zijn uit het verleden teveel slechte voorbeelden bekend, vooral op het gebied van gezinsmigratie.",Immigration,AGAINST
nld: Party of Freedom,Dat schreef Wouter Bos in 2006.,Immigration,AGAINST
nld: Socialist Party,"De laatste jaren is een etnische onderklasse aan het ontstaan, van mensen met veel problemen en weinig perspectief.",Integration,AGAINST
nld: Democrats‘66,"De Europese Commissie heeft al stappen in deze richting gezet, onder andere door het oprichten van een Europese vacaturebank.",Immigration,FAVOR
nld: Reformed Political Party,Overheid en sociale partners moeten zichzelf verplichten tot een  extra inspanning om die achterstanden in te lopen en weg te werken.,Integration,AGAINST
nld: Labour Party,De PvdA wil dat werkgevers ook voor flexwerkers verantwoordelijkheid dragen bij ziekte en bij re-integratie na langdurige ziekte.,Integration,FAVOR
nld: Green Left,"Dat vereist grotere inspanningen voor corruptiebestrijding, versterking van bestuur, rechtspraak, civiele  organisaties en de positie van vrouwen, alsmede onderhandelingen met gematigde Taliban.",Immigration,NONE
nld: Green Left,"30. Slachtoffers van mensenhandel krijgen een verblijfsvergunning als terugkeer naar het land van herkomst  gevaarlijk voor hen is, ook wanneer zij niet getuigen in het  strafproces.",Immigration,AGAINST
nld: Party for the Animals,In afwachting op uitzetting hebben uitgeprocedeerde asielzoekers recht op medische  zorg en mogen uitgeprocedeerde asielzoekers met kinderen niet meer op straat wor den gezet.,Immigration,AGAINST
nld: Christian Union,Beheersing betekent: beperking van de omvang.,Immigration,AGAINST
nld: Green Left,We kruisen de degens over de vraag of migrantenvrouwen wel of niet gescheiden mogen zwemmen.,Integration,AGAINST
nld: Party of Freedom,Eerste tien jaar verblijf vreemdelingen in Nederland: geen recht op uitkering,Integration,AGAINST
nld: Christian Union,Nederland is een land van minderheden.,Integration,FAVOR
nld: Green Left,"We zijn banger geworden sinds de aanslagen op de Twin Towers, Madrid en Londen.",Integration,AGAINST
nld: Labour Party,het onderlinge begrip tussen autochtonen en allochtonen verminderd,Integration,AGAINST
nld: Democrats‘66,D66 wil af van het ‘onder dwang’ integreren en inburgeren.,Integration,NONE
nld: Green Left,"Migranten die vijf jaar in Nederland wonen, krijgen landelijk en Europees kiesrecht.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Vooral bij kinderen van ouders die zelf niet goed Nederlands spreken.,Integration,FAVOR
nld: Socialist Party,"Asielzoekers die geen recht hebben op opvang in Nederland, moeten terugkeren naar hun land van herkomst.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Als die regionale opvangmogelijkheden er niet zijn, kan asiel in de EU worden aangevraagd.",Immigration,AGAINST
nld: Green Left,Wij stellen daarnaast voor dat kinderen van nieuwkomers die in Nederland worden geboren direct de Nederlandse nationaliteit krijgen.,Immigration,FAVOR
nld: Labour Party,"Er zijn een aantal specifieke groepen, zoals moslim- en Hindoestaanse meisjes en -vrouwen, waar dit bijzondere aandacht moet krijgen.",Integration,FAVOR
nld: Christian Democratic Appeal,Integratie is dus iets van de gemeenschap.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Van de aanvrager wordt verwacht dat hij juiste en volledige informatie verstrekt en beschikt over de juiste reis- of identiteitsdocumenten.,Immigration,AGAINST
nld: Labour Party,"Dat geldt voor huiselijk geweld, maar evengoed voor bijvoorbeeld eerwaak, genitale verminking, prostitutie en mensenhandel.",Integration,AGAINST
nld: Christian Democratic Appeal,Belangrijk is dat ‘circulaire migratie’ zowel voor Nederland en Europa als voor het land van herkomst een meerwaarde kan hebben.,Immigration,FAVOR
nld: Reformed Political Party,"De andere kant van de medaille is dat asiel in principe tot dit soort noodgevallen beperkt moet worden, en dat, als ‘de kust weer veilig is’, terugkeer naar het land van herkomst in de rede ligt.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Inburgeraars gaan dit examen zelf betalen, eventueel ondersteund met een leenfaciliteit.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Nederland  moet  in  Europees  verband een  evenredig  deel  van  de  echte  vluchtelingen  bescherming  bieden.,Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,De VVD streeft ernaar dat elke aanvrager maximaal één aanvraag kan indienen voor een verblijfsvergunning ‘asiel’ of ‘regulier’.,Immigration,FAVOR
nld: Party of Freedom,Om ons stelsel van uitkeringen weer in topvorm te krijgen is het tevens van groot belang dat alle vormen van misbruik worden aangepakt.,Integration,NONE
nld: Labour Party,Het is waar dat er spanningen zijn omdat er binnen een paar decennia grote groepen immigranten zijn gekomen.,Integration,AGAINST
nld: Green Left,"Dat stimuleren wij door van alle scholen brede scholen te maken, met voor- en naschoolse opvang en activiteiten als taalles aan allochtone moeders.",Integration,FAVOR
nld: Green Left,De toegelaten partner moet deelnemen aan een inburgeringstraject in Nederland dat hem of haar kansrijk maakt om te participeren in de samenleving.,Integration,FAVOR
nld: Christian Union,Juist in een steeds diverser Nederland is het van belang dat wij ons met elkaar rekenschap geven van de ont-staansgeschiedenis van de Nederlandse samenleving.,Integration,NONE
nld: Reformed Political Party,Het is niet logisch dat niet-Nederlanders stemrecht hebben bij lokale verkiezingen.,Integration,AGAINST
nld: Christian Union,Het stellen van omgangsregels of fatsoensnormen voor de publieke ruimte kan echter maar in beperkte mate bewerkstelligd worden door de overheid.,Immigration,AGAINST
nld: Party of Freedom,"Onze met veel moeite opgebouwde verzorgingsstaat is een bron van trots, maar is de afgelopen decennia tevens verworden tot een magneet voor slecht opgeleide immigranten.",Integration,AGAINST
nld: Labour Party,In de toekomst zullen we daar tevens een alfabetiseringstoets aan verbinden.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,De VVD wil de toegang tot de sociale zekerheid voor vreemdelingen beperken.,Integration,AGAINST
nld: Democrats‘66,Ook moeten zij altijd onderwijs kunnen volgen.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Daarbij past geen overheid die via talloze projecten en integratiesubsidies de eigen verantwoordelijkheid van hun schouders neemt.,Integration,NONE
nld: People’s Party for Freedom and Democracy ,"Zij die toch elders in de EU asiel vragen, worden terugverwezen naar de plaats waar ze de EU binnenkwamen.",Immigration,AGAINST
nld: Labour Party,"Voor de PvdA is de lijn daarbij helder: we zijn voor een streng, maar rechtvaardig en humaan asielbeleid.",Immigration,NONE
nld: Socialist Party,"De meeste vluchtelingen worden opgevangen in de regio, wat volgens de Verenigde Naties en het Hoge Commissariaat voor de Vluchtelingen te verkiezen is boven opvang verder weg van huis.",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,Iedereen die asiel wil vragen in de EU heeft de mogelijkheid en de verplichting om dat onmiddellijk bij binnenkomst te doen.,Immigration,NONE
nld: Reformed Political Party,Ons land heeft royaal bescherming geboden aan vreemdelingen die zich hier vanwege geweld of onderdrukking hebben gemeld.,Immigration,FAVOR
nld: Socialist Party,De kosten hiervan moet de zorgverlener kunnen declareren bij de overheid.,Immigration,FAVOR
nld: Party of Freedom,Naturalisatie pas na 10 jaar rechtmatig verblijf in Nederland gedurende welke periode men volledig moet hebbengewerkt en geen misdrijf mag hebben gepleegd,Integration,FAVOR
nld: Green Left,Asielzoekers worden in staat gesteld in elke fase van hun  asielprocedure nieuwe feiten en omstandigheden in te  brengen.,Immigration,FAVOR
nld: Green Left,Dit geldt ook voor de slachtoffers van de Schipholbrand.,Integration,FAVOR
nld: Green Left,De overheid bevordert dat ook in eigen land de Universele Verklaring van de Rechten van de Mens volledig wordt toegepast.,Immigration,FAVOR
nld: Christian Union,Scholen met veel achterstandsleerlingen krijgen extra financiering.,Integration,AGAINST
nld: Christian Union,Islamitische landen hebben bovendien op dit moment veelal een gebrek aan politieke en religieuze vrijheid.,Integration,AGAINST
nld: Party of Freedom,"Nederland moet zelf over het immigratiebeleid gaan, niet Brussel (dus een opt-out)",Immigration,AGAINST
nld: Party of Freedom,"Respect voor de vele lokale tradities: kievietseieren zoeken in Friesland, carnaval in Limburg etc.",Integration,AGAINST
