party,content,target,stance
nor: Socialist Left Party,"Arbeidstakere som arbeider i Norge må være sikret de samme lønns- og arbeidsvilkår, uansett hvilket land de kommer fra.",Integration,FAVOR
nor: Socialist Left Party,og til å bekjempe rasisme og diskriminering.,Integration,FAVOR
nor: Christian People’s Party,Dagens konflikter har ofte etniske og/eller religiøse overtoner.,Integration,NONE
nor: Liberal Party,"Resultatet av norsk innvandringspolitikk de siste tiårene, har gjort det vanskelig for mange å bevare sin kulturelle og etniske egenart i møtet med det norske storsamfunnet.",Integration,AGAINST
nor: Norwegian Labour Party,. Regulert innvandring er en forutsetning for å lykkes i integreringspolitikken,Immigration,AGAINST
nor: Progress Party,Behandlingstid på asylsøknader må ned,Immigration,AGAINST
nor: Norwegian Labour Party,støtte tiltak som setter fokus på nasjonale minoriteters kultur.,Integration,FAVOR
nor: Socialist Left Party,og et helhetlig lovvern mot diskriminering.,Integration,FAVOR
nor: Socialist Left Party,"SV vil arbeide for at rekrutteringen til høyere utdanning blir mindre avhengig av kjønn, klasse og etnisitet",Integration,FAVOR
nor: Conservative Party,"norge har nasjonale minoriterer som kvener, jøder, skogfinner, rom og romanifolk.",Integration,NONE
nor: Norwegian Labour Party,. Arbeiderpartiet ønsker å øke kvinneandelen og andelen med etnisk minoritetsbakgrunn i Forsvaret.,Integration,FAVOR
nor: Norwegian Labour Party,". Vi vil ha et spesielt fokus på forebygging, likestilling og deltakelse.",Integration,FAVOR
nor: Centre Party,"legge vekt på geografisk spredning ved første bosetting i Norge, men også ta høyde for at flyktninger og innvandrere som skal bli boende her i landet, etter hvert kan komme til å flytte til kommuner og steder der de kan bo sammen med folk fra eget hjemland.",Integration,FAVOR
nor: Liberal Party,". Uten innvandreres innsats og deltagelse hadde Norge vært  et fattigere samfunn, både materielt og kulturelt, og de aller fleste med minoritetsbakgrunn er lovlydige mennesker som ønsker å jobbe og å bli integrert i det norske samfunnet.",Integration,FAVOR
nor: Socialist Left Party,"Introduksjonsprogrammet bør tilbys til alle som kommer til å bo i Norge, ikke bare flyktninger som i dag.",Integration,FAVOR
nor: Christian People’s Party,Å ta i mot flyktninger er et nasjonalt ansvar.,Immigration,FAVOR
nor: Norwegian Labour Party,. Anbefalingene fra FNs høykommissær for flyktninger er et viktig grunnlag for norske myndigheters asylpolitikk,Immigration,FAVOR
nor: Liberal Party,For det første skal Norge overholde sine internasjonale forpliktelser overfor forfulgte ved å ta imot flyktninger som trenger beskyttelse.,Immigration,FAVOR
nor: Socialist Left Party,SV vil arbeide for bedre oppfølging fra introduksjonsprogrammene i overgang til arbeidsmarkedet.,Integration,FAVOR
nor: Progress Party,". prismekanismen bør brukes for å sikre at arbeidsinnvandring fra utenfor eøs-området er samfunnsøkonomisk lønnsom, ved at arbeidsgiveren delvis overtar det finansielle ansvaret knyttet til arbeidsinnvandrers bruk av norske velferdsordninger",Immigration,FAVOR
nor: Norwegian Labour Party,at norske statsborgere som er dømt for vold mot ektefelle skal få fem års karantene før vedkommende kan få familiegjenforening med ny utenlandsk ektefelle.,Integration,AGAINST
nor: Socialist Left Party,og mangfold.,Integration,FAVOR
nor: Conservative Party,Gjennom en styrking og bevisstgjøring av kulturarven blir vi bedre i stand til å møte nye kulturer.,Integration,FAVOR
nor: Liberal Party,Det frivillige Norge bidrar med uegennyttig innsats i samfunnet uten å være styrt av offentlige  eller kommersielle interesser,Integration,FAVOR
nor: Progress Party,. For å ivareta sikkerheten knyttet til asylsøkere bør det åpnes for bruk av lukkede asylmottak.,Immigration,FAVOR
nor: Socialist Left Party,Personer med funksjonsnedsettelser og personer med etnisk minoritetsbakgrunn diskrimineres på arbeidsmarkedet,Integration,FAVOR
nor: Christian People’s Party,Det er helt nødvendig å styrke kampen mot antisemittismen.,Integration,FAVOR
nor: Centre Party,. Deltakelse i ungdomsstyrte organisasjoner er viktige springbrett for å komme inn i det tradisjonelle organisasjonslivet,Integration,FAVOR
nor: Socialist Left Party,"God infrastruktur er viktig for å skape bedre vilkår for verdiskaping, sysselsetting og bosetting i Norge",Integration,FAVOR
nor: Christian People’s Party,"Asylpolitikken må være konsekvent og rettferdig, slik at de som faktisk har behov for beskyttelse får opphold.",Immigration,FAVOR
nor: Socialist Left Party,. Ved ledig arbeid skal kvalifiserte ansatte tilbys utvidelse av sitt arbeidsforhold til hel stilling,Integration,FAVOR
nor: Centre Party,Ikkje ha ynglingar av ulv i Noreg på lik line med innvandra artar som til dømes mårhund og villsvin.,Integration,FAVOR
nor: Centre Party,"Flyktninger og andre som får innvilget asyl i Norge, skal ha likeverdige muligheter i forhold til norske borgere.",Integration,FAVOR
nor: Conservative Party,Høyre ønsker å satse videre på denne typen tilbud i områder hvor det har effekt.,Integration,FAVOR
nor: Christian People’s Party,at Norge skal ta imot minst 1 500 overførings-flyktinger fra FN årlig i stortingsperioden 2005-2009.,Immigration,FAVOR
nor: Socialist Left Party,SV vil ta initiativ til at det etableres fond i FN-regi som kan bidra til å finansiere tiltak for beskyttelse av disse flyktningene.,Immigration,FAVOR
nor: Conservative Party,Mangfoldet beriker Norge og gjør samfunnet variert og interessant.,Integration,FAVOR
nor: Conservative Party,"Høyre mener at Norge gjennom bistand og internasjonalt samarbeid skal bidra til å redusere antallet flyktninger, bidra til at flere kan få hjelp i sine nærområder, og bidra til tilbakeføring til hjemlandene så snart det er mulig.",Immigration,AGAINST
nor: Conservative Party,Samtidig byr det flerkulturelle samfunnet på utfordringer som må løses for å kunne realisere hvert enkelt menneskes muligheter.,Integration,FAVOR
nor: Socialist Left Party,SV vil derfor foreslå samisk representasjon i nordiske og regionale samarbeidsorganer som Nordisk Råd og Barentsrådet.,Integration,FAVOR
nor: Progress Party,Det er etisk uforsvarlig ikke  å stramme inn denne innvandringen for å  forebygge konflikter i det norske samfunn.,Immigration,AGAINST
nor: Progress Party,"Fremskrittspartiet anser åpen, objektiv og  aktiv evaluering som et viktig virkemiddel i  arbeidet med å sikre elevene gode lærings-resultater i et godt læringsmiljø.",Integration,NONE
nor: Progress Party,6.Familiegjenforening for innvandrere  og flyktninger begrenses til dem  som har hatt lovlig opphold i Norge i  minst 5 år og har utvist en plettfri  vandel.,Integration,AGAINST
nor: Norwegian Labour Party,"Arbeiderpartiet vil arbeide for et tolerant, flerkulturelt samfunn og mot rasisme.",Integration,FAVOR
nor: Norwegian Labour Party,Det er viktig at det flerkulturelle perspektivet synliggjøres på alle felter i kulturlivet.,Integration,FAVOR
nor: Conservative Party,"Høyre vil åpne for økt arbeidsinnvandring, også fra land utenfor EØS-området.",Immigration,FAVOR
nor: Socialist Left Party,"og bruken av straffeloven må skjerpes for å forhindre diskriminering, trakassering og vold.",Integration,FAVOR
nor: Socialist Left Party,Skolen er blitt flerkulturell.,Integration,FAVOR
nor: Conservative Party,Både offentlig og privat virksomhet må stimuleres til å ansette flere personer med innvandrerbakgrunn.,Integration,FAVOR
nor: Progress Party,". norge bør videre bli mer attraktivt for høyt kompetent arbeidskraft fra utlandet, noe som kan gjøres gjennom bedre rammebetingelser for næringslivet og et mer konkurransedyktig skattesystem",Immigration,FAVOR
nor: Conservative Party,styrke  oppfølging  av  psykisk  syke  flyktninger.,Integration,FAVOR
nor: Norwegian Labour Party,Enda flere lever på flukt inne i sitt eget land.,Immigration,AGAINST
nor: Centre Party,"Sammenslåing eller oppdeling av kommunerxe \""kommuner\"" skal bare skje dersom et flertall av befolkningen i hver av de aktuelle kommunene ønsker det.",Integration,FAVOR
nor: Progress Party,"Fremskrittspartiet vil opprette baklands-patruljer; norske politipatruljer som sam-arbeider med utenlandske myndigheter, for  å stoppe grunnløse asylsøkere så tidlig som  mulig.",Immigration,AGAINST
nor: Liberal Party,Over 36 millioner mennesker lever i dag som ﬂyktninger eller internt fordrevne.,Immigration,NONE
nor: Progress Party,"Vår vurdering av andre mennesker må derfor bygge på hva de gjør, snarere enn på  hvem de er eller hvilken bakgrunn de har.",Integration,FAVOR
nor: Conservative Party,Sterke nasjonale forskningsmiljøer bidrar også til at både utenlandske bedrifter og forskere finner det interessant å etablere seg i norge.,Integration,FAVOR
nor: Liberal Party,Det skal være likhet for loven på alle områder.,Integration,FAVOR
nor: Centre Party,. Tidligere barnesoldater og traumatisert ungdom fra krigssoner må få rask og riktig tilrettelagt hjelp,Immigration,FAVOR
nor: Progress Party,"Asylsøkere er mennesker  som selv oppsøker Norge for å søke asyl,  asylsøkere som får avslag er å betrakte som  ulovlige innvandrere.",Immigration,AGAINST
nor: Socialist Left Party,SV foreslår derfor å innføre kvotering av minoritetsspråklige arbeidssøkere ved ansettelser i offentlig sektor.,Integration,FAVOR
nor: Progress Party,at Nor    ges mottak av mennesker fra land utenfor den vestlige kulturkrets begrenses kraftig,Immigration,AGAINST
nor: Christian People’s Party,. Barnehagen er også en viktig arena for integrering av barn fra ulike kulturer og for barn med spesielle behov,Integration,FAVOR
nor: Socialist Left Party,"Bevaring og videreutvikling av samisk kultur bidrar til å fremme samiske rettigheter og likeverd, og til et verdifullt kulturelt og sosialt mangfold i Norge.",Integration,FAVOR
nor: Centre Party,". Målet er et likestilt samfunn, der kvinner og menn har felles ansvar for familien og like muligheter til å delta i utviklingen av demokrati, samfunns- og næringsliv",Integration,FAVOR
nor: Centre Party,bruke kollektiv beskyttelse og tilbakesending bare i tilfeller av massiv flukt.,Immigration,AGAINST
nor: Conservative Party,det å bli fullverdig medlem av det norske samfunnet som statsborger innebærer både rettigheter og plikter.,Integration,AGAINST
nor: Progress Party,"Fremskrittspartiet mener på prinsipielt  grunnlag at det ideelt sett burde være en  friest mulig bevegelse over landegrensene  av varer, tjenester, kapital og arbeidskraft.",Immigration,FAVOR
nor: Liberal Party,"Når EU nå har vedtatt en felles utenrikspolitikk og en strategi for en felles forsvars- og sikkerhetspolitikk, er EU i ferd med å bli en troverdig sikkerhetspolitisk aktør.",Immigration,FAVOR
nor: Progress Party,"Fremskrittspartiet går selvsagt inn for at  enhver innbygger skal ha rett til å slå seg  ned hvor som helst i landet som arbeids-taker eller næringsdrivende, men at man  ikke nødvendigvis har krav på alle ytelser  som naturlig oppstår der folketettheten er  større.",Integration,FAVOR
nor: Centre Party,Derfor er vern om individets rett til å bevare og gi uttrykk for sin kulturelle og religiøse identitet et mål.,Integration,FAVOR
nor: Norwegian Labour Party,Norge har en klar moralsk forpliktelse til å ta sitt ansvar for mennesker i nød.,Immigration,FAVOR
nor: Christian People’s Party,Samtidig må staten sørge for gode økonomiske rammer for bosetting og integrering,Integration,FAVOR
nor: Progress Party,innfør    e veto mot etablering av asylmottak i egen kommune,Immigration,AGAINST
nor: Liberal Party,Det må også utvikles ordninger som kan bidra til at flerkulturelle kulturutøvere får muligheten til å delta i det profesjonelle kulturlivet i større grad.,Integration,FAVOR
nor: Progress Party,fjerne soningskøen ved å bygge flere soningsplasser og åpne for private tilbydere,Immigration,AGAINST
nor: Norwegian Labour Party,Alle mennesker er enestående,Integration,FAVOR
nor: Christian People’s Party,Et viktig mål er å tilrettelegge for at minoritetspersoner kan få mulighet til å bruke sin kompetanse og sine evner.,Integration,FAVOR
nor: Centre Party,"Aktuelle tiltak er obligatorisk informasjon til foreldre ved svangerskap og fødsel, tilgang til offentlig informasjonsmateriell i barnehage og skole, bevisstgjøring omkring strafferammer og støtte til etablering og drift av kvinnenettverk.",Integration,FAVOR
nor: Liberal Party,Det er likeledes viktig at arbeidsinnvandreren oppnår de samme rettigheter og plikter som norske statsborgere.,Immigration,FAVOR
nor: Christian People’s Party,"at utlendinger som etter avslått asylsøknad ikke kan returneres til sitt hjemland, selv om de samarbeider med norske myndigheter om returen, skal få midlertidig oppholds- og arbeidstillatelse.",Immigration,FAVOR
nor: Christian People’s Party,innføre ordning med barnevernsvakt i alle politidistrikter.,Integration,FAVOR
nor: Liberal Party,Venstre vil arbeide for at terskelen for å få visum til Norge skal senkes,Immigration,FAVOR
nor: Centre Party,Andre utsettes for negativ forskjellsbehandling på grunn av hvem de er.,Integration,FAVOR
nor: Socialist Left Party,Ved å skaffe seg arbeid kan kvinner med minoritetsbakgrunn bli mer økonomisk uavhengige og få bedre adgang til deltakelse i samfunnslivet.,Integration,FAVOR
nor: Socialist Left Party,"De aller fleste av verdens flyktninger er flyktninger innad i sitt eget land, og er ikke omfattet av de internasjonale avtalene om flyktningers rettigheter.",Immigration,NONE
nor: Liberal Party,", gjerne med støtte og tilrettelegging fra det offentlige.",Integration,FAVOR
nor: Progress Party,". enkeltmennesket er, sammen med familien og eiendomsretten, det grunnleggende i samfunnet",Integration,FAVOR
nor: Centre Party,".   Alle skal ha likeverdige muligheter og lik tilgang til å få språkopplæring, skolegang og arbeid uansett bakgrunn og ressurser",Integration,FAVOR
nor: Norwegian Labour Party,"følge opp barn som har mangler i norskkunnskaper ved 4årskontroll, samt deres foreldre",Integration,FAVOR
